Team,Conf,Year
Georgia St.,CAA,2006
Georgia Tech,ACC,2006
Gonzaga,WCC,2006
Grambling St.,SWAC,2006
Green Bay,Horz,2006
Hampton,MEAC,2006
Hartford,AE,2006
Harvard,Ivy,2006
Hawaii,WAC,2006
High Point,BSth,2006
Hofstra,CAA,2006
Holy Cross,Pat,2006
Houston,CUSA,2006
Howard,MEAC,2006
IPFW,ind,2006
IUPUI,MCon,2006
Idaho,WAC,2006
Idaho St.,BSky,2006
Illinois,B10,2006
Illinois Chicago,Horz,2006
Illinois St.,MVC,2006
Indiana,B10,2006
Indiana St.,MVC,2006
Iona,MAAC,2006
Iowa,B10,2006
Iowa St.,B12,2006
Jackson St.,SWAC,2006
Jacksonville,ASun,2006
Jacksonville St.,OVC,2006
James Madison,CAA,2006
Kansas,B12,2006
Kansas St.,B12,2006
Kennesaw St.,ASun,2006
Kent St.,MAC,2006
Kentucky,SEC,2006
LIU Brooklyn,NEC,2006
LSU,SEC,2006
La Salle,A10,2006
Lafayette,Pat,2006
Lamar,Slnd,2006
Lehigh,Pat,2006
Liberty,BSth,2006
Lipscomb,ASun,2006
Long Beach St.,BW,2006
Longwood,ind,2006
Louisiana Lafayette,SB,2006
Louisiana Monroe,Slnd,2006
Louisiana Tech,WAC,2006
Louisville,BE,2006
Loyola Chicago,Horz,2006
Loyola MD,MAAC,2006
Loyola Marymount,WCC,2006
Maine,AE,2006
Manhattan,MAAC,2006
Marist,MAAC,2006
Marquette,BE,2006
Marshall,CUSA,2006
Maryland,ACC,2006
Maryland Eastern Shore,MEAC,2006
Massachusetts,A10,2006
McNeese St.,Slnd,2006
Memphis,CUSA,2006
Mercer,ASun,2006
Miami FL,ACC,2006
Miami OH,MAC,2006
Michigan,B10,2006
Michigan St.,B10,2006
Middle Tennessee,SB,2006
Milwaukee,Horz,2006
Minnesota,B10,2006
Mississippi,SEC,2006
Mississippi St.,SEC,2006
Mississippi Valley St.,SWAC,2006
Missouri,B12,2006
Missouri St.,MVC,2006
Monmouth,NEC,2006
Montana,BSky,2006
Montana St.,BSky,2006
Morehead St.,OVC,2006
Morgan St.,MEAC,2006
Mount St. Mary's,NEC,2006
Murray St.,OVC,2006
N.C. State,ACC,2006
Navy,Pat,2006
Nebraska,B12,2006
Nevada,WAC,2006
New Hampshire,AE,2006
New Mexico,MWC,2006
New Mexico St.,WAC,2006
New Orleans,SB,2006
Niagara,MAAC,2006
Nicholls St.,Slnd,2006
Norfolk St.,MEAC,2006
North Carolina,ACC,2006
North Carolina A&T,MEAC,2006
North Dakota St.,ind,2006
North Florida,ASun,2006
North Texas,SB,2006
Northeastern,CAA,2006
Northern Arizona,BSky,2006
Northern Colorado,ind,2006
Northern Illinois,MAC,2006
Northern Iowa,MVC,2006
Northwestern,B10,2006
Northwestern St.,Slnd,2006
Notre Dame,BE,2006
Oakland,MCon,2006
Ohio,MAC,2006
Ohio St.,B10,2006
Oklahoma,B12,2006
Oklahoma St.,B12,2006
Old Dominion,CAA,2006
Oral Roberts,MCon,2006
Oregon,P10,2006
Oregon St.,P10,2006
Pacific,BW,2006
Penn,Ivy,2006
Penn St.,B10,2006
Pepperdine,WCC,2006
Pittsburgh,BE,2006
Portland,WCC,2006
Portland St.,BSky,2006
Prairie View A&M,SWAC,2006
Princeton,Ivy,2006
Providence,BE,2006
Purdue,B10,2006
Quinnipiac,NEC,2006
Radford,BSth,2006
Rhode Island,A10,2006
Rice,CUSA,2006
Richmond,A10,2006
Rider,MAAC,2006
Robert Morris,NEC,2006
Rutgers,BE,2006
SMU,CUSA,2006
Sacramento St.,BSky,2006
Sacred Heart,NEC,2006
Saint Joseph's,A10,2006
Saint Louis,A10,2006
Saint Mary's,WCC,2006
Saint Peter's,MAAC,2006
Sam Houston St.,Slnd,2006
Samford,OVC,2006
San Diego,WCC,2006
San Diego St.,MWC,2006
San Francisco,WCC,2006
San Jose St.,WAC,2006
Santa Clara,WCC,2006
Savannah St.,ind,2006
Seton Hall,BE,2006
Siena,MAAC,2006
South Alabama,SB,2006
South Carolina,SEC,2006
South Carolina St.,MEAC,2006
South Dakota St.,ind,2006
South Florida,BE,2006
Southeast Missouri St.,OVC,2006
Southeastern Louisiana,Slnd,2006
Southern,SWAC,2006
Southern Illinois,MVC,2006
Southern Miss,CUSA,2006
Southern Utah,MCon,2006
St. Bonaventure,A10,2006
St. Francis NY,NEC,2006
St. Francis PA,NEC,2006
St. John's,BE,2006
Stanford,P10,2006
Stephen F. Austin,Slnd,2006
Stetson,ASun,2006
Stony Brook,AE,2006
Syracuse,BE,2006
TCU,MWC,2006
Temple,A10,2006
Tennessee,SEC,2006
Tennessee Martin,OVC,2006
Tennessee St.,OVC,2006
Tennessee Tech,OVC,2006
Texas,B12,2006
Texas A&M,B12,2006
Texas A&M Corpus Chris,ind,2006
Texas Pan American,ind,2006
Texas Southern,SWAC,2006
Texas St.,Slnd,2006
Texas Tech,B12,2006
The Citadel,SC,2006
Toledo,MAC,2006
Towson,CAA,2006
Troy,SB,2006
Tulane,CUSA,2006
Tulsa,CUSA,2006
UAB,CUSA,2006
UC Davis,ind,2006
UC Irvine,BW,2006
UC Riverside,BW,2006
UC Santa Barbara,BW,2006
UCF,CUSA,2006
UCLA,P10,2006
UMBC,AE,2006
UMKC,MCon,2006
UNC Asheville,BSth,2006
UNC Greensboro,SC,2006
UNC Wilmington,CAA,2006
UNLV,MWC,2006
USC,P10,2006
UT Arlington,Slnd,2006
UTEP,CUSA,2006
UTSA,Slnd,2006
Utah,MWC,2006
Utah St.,WAC,2006
Utah Valley St.,ind,2006
VCU,CAA,2006
VMI,BSth,2006
Valparaiso,MCon,2006
Vanderbilt,SEC,2006
Vermont,AE,2006
Villanova,BE,2006
Virginia,ACC,2006
Virginia Tech,ACC,2006
Wagner,NEC,2006
Wake Forest,ACC,2006
Washington,P10,2006
Washington St.,P10,2006
Weber St.,BSky,2006
West Virginia,BE,2006
Western Carolina,SC,2006
Western Illinois,MCon,2006
Western Kentucky,SB,2006
Western Michigan,MAC,2006
Wichita St.,MVC,2006
William & Mary,CAA,2006
Winthrop,BSth,2006
Wisconsin,B10,2006
Wofford,SC,2006
Wright St.,Horz,2006
Wyoming,MWC,2006
Xavier,A10,2006
Yale,Ivy,2006
Youngstown St.,Horz,2006
Air Force,MWC,2005
Akron,MAC,2005
Alabama,SEC,2005
Alabama A&M,SWAC,2005
Alabama St.,SWAC,2005
Albany,AE,2005
Alcorn St.,SWAC,2005
American,Pat,2005
Appalachian St.,SC,2005
Arizona,P10,2005
Arizona St.,P10,2005
Arkansas,SEC,2005
Arkansas Little Rock,SB,2005
Arkansas Pine Bluff,SWAC,2005
Arkansas St.,SB,2005
Army,Pat,2005
Auburn,SEC,2005
Austin Peay,OVC,2005
BYU,MWC,2005
Ball St.,MAC,2005
Baylor,B12,2005
Belmont,ASun,2005
Bethune Cookman,MEAC,2005
Binghamton,AE,2005
Birmingham Southern,BSth,2005
Boise St.,WAC,2005
Boston College,BE,2005
Boston University,AE,2005
Bowling Green,MAC,2005
Bradley,MVC,2005
Brown,Ivy,2005
Bucknell,Pat,2005
Buffalo,MAC,2005
Butler,Horz,2005
Cal Poly,BW,2005
Cal St. Fullerton,BW,2005
Cal St. Northridge,BW,2005
California,P10,2005
Campbell,ASun,2005
Canisius,MAAC,2005
Centenary,MCon,2005
Central Connecticut,NEC,2005
Central Michigan,MAC,2005
Charleston Southern,BSth,2005
Charlotte,CUSA,2005
Chattanooga,SC,2005
Chicago St.,MCon,2005
Cincinnati,CUSA,2005
Clemson,ACC,2005
Cleveland St.,Horz,2005
Coastal Carolina,BSth,2005
Colgate,Pat,2005
College of Charleston,SC,2005
Colorado,B12,2005
Colorado St.,MWC,2005
Columbia,Ivy,2005
Connecticut,BE,2005
Coppin St.,MEAC,2005
Cornell,Ivy,2005
Creighton,MVC,2005
Dartmouth,Ivy,2005
Davidson,SC,2005
Dayton,A10,2005
DePaul,CUSA,2005
Delaware,CAA,2005
Delaware St.,MEAC,2005
Denver,SB,2005
Detroit,Horz,2005
Drake,MVC,2005
Drexel,CAA,2005
Duke,ACC,2005
Duquesne,A10,2005
East Carolina,CUSA,2005
East Tennessee St.,SC,2005
Eastern Illinois,OVC,2005
Eastern Kentucky,OVC,2005
Eastern Michigan,MAC,2005
Eastern Washington,BSky,2005
Elon,SC,2005
Evansville,MVC,2005
FIU,SB,2005
Fairfield,MAAC,2005
Fairleigh Dickinson,NEC,2005
Florida,SEC,2005
Florida A&M,MEAC,2005
Florida Atlantic,ASun,2005
Florida St.,ACC,2005
Fordham,A10,2005
Fresno St.,WAC,2005
Furman,SC,2005
Gardner Webb,ASun,2005
George Mason,CAA,2005
George Washington,A10,2005
Georgetown,BE,2005
Georgia,SEC,2005
Georgia Southern,SC,2005
Georgia St.,ASun,2005
Georgia Tech,ACC,2005
Gonzaga,WCC,2005
Grambling St.,SWAC,2005
Green Bay,Horz,2005
Hampton,MEAC,2005
Hartford,AE,2005
Harvard,Ivy,2005
Hawaii,WAC,2005
High Point,BSth,2005
Hofstra,CAA,2005
Holy Cross,Pat,2005
Houston,CUSA,2005
Howard,MEAC,2005
IPFW,ind,2005
IUPUI,MCon,2005
Idaho,BW,2005
Idaho St.,BSky,2005
Illinois,B10,2005
Illinois Chicago,Horz,2005
Illinois St.,MVC,2005
Indiana,B10,2005
Indiana St.,MVC,2005
Iona,MAAC,2005
Iowa,B10,2005
Iowa St.,B12,2005
Jackson St.,SWAC,2005
Jacksonville,ASun,2005
Jacksonville St.,OVC,2005
James Madison,CAA,2005
Kansas,B12,2005
Kansas St.,B12,2005
Kent St.,MAC,2005
Kentucky,SEC,2005
LIU Brooklyn,NEC,2005
LSU,SEC,2005
La Salle,A10,2005
Lafayette,Pat,2005
Lamar,Slnd,2005
Lehigh,Pat,2005
Liberty,BSth,2005
Lipscomb,ASun,2005
Long Beach St.,BW,2005
Longwood,ind,2005
Louisiana Lafayette,SB,2005
Louisiana Monroe,Slnd,2005
Louisiana Tech,WAC,2005
Louisville,CUSA,2005
Loyola Chicago,Horz,2005
Loyola MD,MAAC,2005
Loyola Marymount,WCC,2005
Maine,AE,2005
Manhattan,MAAC,2005
Marist,MAAC,2005
Marquette,CUSA,2005
Marshall,MAC,2005
Maryland,ACC,2005
Maryland Eastern Shore,MEAC,2005
Massachusetts,A10,2005
McNeese St.,Slnd,2005
Memphis,CUSA,2005
Mercer,ASun,2005
Miami FL,ACC,2005
Miami OH,MAC,2005
Michigan,B10,2005
Michigan St.,B10,2005
Middle Tennessee,SB,2005
Milwaukee,Horz,2005
Minnesota,B10,2005
Mississippi,SEC,2005
Mississippi St.,SEC,2005
Mississippi Valley St.,SWAC,2005
Missouri,B12,2005
Monmouth,NEC,2005
Montana,BSky,2005
Montana St.,BSky,2005
Morehead St.,OVC,2005
Morgan St.,MEAC,2005
Mount St. Mary's,NEC,2005
Murray St.,OVC,2005
N.C. State,ACC,2005
Navy,Pat,2005
Nebraska,B12,2005
Nevada,WAC,2005
New Hampshire,AE,2005
New Mexico,MWC,2005
New Mexico St.,SB,2005
New Orleans,SB,2005
Niagara,MAAC,2005
Nicholls St.,Slnd,2005
Norfolk St.,MEAC,2005
North Carolina,ACC,2005
North Carolina A&T,MEAC,2005
North Texas,SB,2005
Northeastern,AE,2005
Northern Arizona,BSky,2005
Northern Colorado,ind,2005
Northern Illinois,MAC,2005
Northern Iowa,MVC,2005
Northwestern,B10,2005
Northwestern St.,Slnd,2005
Notre Dame,BE,2005
Oakland,MCon,2005
Ohio,MAC,2005
Ohio St.,B10,2005
Oklahoma,B12,2005
Oklahoma St.,B12,2005
Old Dominion,CAA,2005
Oral Roberts,MCon,2005
Oregon,P10,2005
Oregon St.,P10,2005
Pacific,BW,2005
Penn,Ivy,2005
Penn St.,B10,2005
Pepperdine,WCC,2005
Pittsburgh,BE,2005
Portland,WCC,2005
Portland St.,BSky,2005
Prairie View A&M,SWAC,2005
Princeton,Ivy,2005
Providence,BE,2005
Purdue,B10,2005
Quinnipiac,NEC,2005
Radford,BSth,2005
Rhode Island,A10,2005
Rice,WAC,2005
Richmond,A10,2005
Rider,MAAC,2005
Robert Morris,NEC,2005
Rutgers,BE,2005
SMU,WAC,2005
Sacramento St.,BSky,2005
Sacred Heart,NEC,2005
Saint Joseph's,A10,2005
Saint Louis,CUSA,2005
Saint Mary's,WCC,2005
Saint Peter's,MAAC,2005
Sam Houston St.,Slnd,2005
Samford,OVC,2005
San Diego,WCC,2005
San Diego St.,MWC,2005
San Francisco,WCC,2005
San Jose St.,WAC,2005
Santa Clara,WCC,2005
Savannah St.,ind,2005
Seton Hall,BE,2005
Siena,MAAC,2005
South Alabama,SB,2005
South Carolina,SEC,2005
South Carolina St.,MEAC,2005
South Florida,CUSA,2005
Southeast Missouri St.,OVC,2005
Southeastern Louisiana,Slnd,2005
Southern,SWAC,2005
Southern Illinois,MVC,2005
Southern Miss,CUSA,2005
Southern Utah,MCon,2005
Southwest Missouri St.,MVC,2005
St. Bonaventure,A10,2005
St. Francis NY,NEC,2005
St. Francis PA,NEC,2005
St. John's,BE,2005
Stanford,P10,2005
Stephen F. Austin,Slnd,2005
Stetson,ASun,2005
Stony Brook,AE,2005
Syracuse,BE,2005
TCU,CUSA,2005
Temple,A10,2005
Tennessee,SEC,2005
Tennessee Martin,OVC,2005
Tennessee St.,OVC,2005
Tennessee Tech,OVC,2005
Texas,B12,2005
Texas A&M,B12,2005
Texas A&M Corpus Chris,ind,2005
Texas Pan American,ind,2005
Texas Southern,SWAC,2005
Texas St.,Slnd,2005
Texas Tech,B12,2005
The Citadel,SC,2005
Toledo,MAC,2005
Towson,CAA,2005
Troy,ASun,2005
Tulane,CUSA,2005
Tulsa,WAC,2005
UAB,CUSA,2005
UC Davis,ind,2005
UC Irvine,BW,2005
UC Riverside,BW,2005
UC Santa Barbara,BW,2005
UCF,ASun,2005
UCLA,P10,2005
UMBC,AE,2005
UMKC,MCon,2005
UNC Asheville,BSth,2005
UNC Greensboro,SC,2005
UNC Wilmington,CAA,2005
UNLV,MWC,2005
USC,P10,2005
UT Arlington,Slnd,2005
UTEP,WAC,2005
UTSA,Slnd,2005
Utah,MWC,2005
Utah St.,BW,2005
Utah Valley St.,ind,2005
VCU,CAA,2005
VMI,BSth,2005
Valparaiso,MCon,2005
Vanderbilt,SEC,2005
Vermont,AE,2005
Villanova,BE,2005
Virginia,ACC,2005
Virginia Tech,ACC,2005
Wagner,NEC,2005
Wake Forest,ACC,2005
Washington,P10,2005
Washington St.,P10,2005
Weber St.,BSky,2005
West Virginia,BE,2005
Western Carolina,SC,2005
Western Illinois,MCon,2005
Western Kentucky,SB,2005
Western Michigan,MAC,2005
Wichita St.,MVC,2005
William & Mary,CAA,2005
Winthrop,BSth,2005
Wisconsin,B10,2005
Wofford,SC,2005
Wright St.,Horz,2005
Wyoming,MWC,2005
Xavier,A10,2005
Yale,Ivy,2005
Youngstown St.,Horz,2005
Air Force,MWC,2004
Akron,MAC,2004
Alabama,SEC,2004
Alabama A&M,SWAC,2004
Alabama St.,SWAC,2004
Albany,AE,2004
Alcorn St.,SWAC,2004
American,Pat,2004
Appalachian St.,SC,2004
Arizona,P10,2004
Arizona St.,P10,2004
Arkansas,SEC,2004
Arkansas Little Rock,SB,2004
Arkansas Pine Bluff,SWAC,2004
Arkansas St.,SB,2004
Army,Pat,2004
Auburn,SEC,2004
Austin Peay,OVC,2004
BYU,MWC,2004
Ball St.,MAC,2004
Baylor,B12,2004
Belmont,ASun,2004
Bethune Cookman,MEAC,2004
Binghamton,AE,2004
Birmingham Southern,BSth,2004
Boise St.,WAC,2004
Boston College,BE,2004
Boston University,AE,2004
Bowling Green,MAC,2004
Bradley,MVC,2004
Brown,Ivy,2004
Bucknell,Pat,2004
Buffalo,MAC,2004
Butler,Horz,2004
Cal Poly,BW,2004
Cal St. Fullerton,BW,2004
Cal St. Northridge,BW,2004
California,P10,2004
Campbell,ASun,2004
Canisius,MAAC,2004
Centenary,MCon,2004
Central Connecticut,NEC,2004
Central Michigan,MAC,2004
Charleston Southern,BSth,2004
Charlotte,CUSA,2004
Chattanooga,SC,2004
Chicago St.,MCon,2004
Cincinnati,CUSA,2004
Clemson,ACC,2004
Cleveland St.,Horz,2004
Coastal Carolina,BSth,2004
Colgate,Pat,2004
College of Charleston,SC,2004
Colorado,B12,2004
Colorado St.,MWC,2004
Columbia,Ivy,2004
Connecticut,BE,2004
Coppin St.,MEAC,2004
Cornell,Ivy,2004
Creighton,MVC,2004
Dartmouth,Ivy,2004
Davidson,SC,2004
Dayton,A10,2004
DePaul,CUSA,2004
Delaware,CAA,2004
Delaware St.,MEAC,2004
Denver,SB,2004
Detroit,Horz,2004
Drake,MVC,2004
Drexel,CAA,2004
Duke,ACC,2004
Duquesne,A10,2004
East Carolina,CUSA,2004
East Tennessee St.,SC,2004
Eastern Illinois,OVC,2004
Eastern Kentucky,OVC,2004
Eastern Michigan,MAC,2004
Eastern Washington,BSky,2004
Elon,SC,2004
Evansville,MVC,2004
FIU,SB,2004
Fairfield,MAAC,2004
Fairleigh Dickinson,NEC,2004
Florida,SEC,2004
Florida A&M,MEAC,2004
Florida Atlantic,ASun,2004
Florida St.,ACC,2004
Fordham,A10,2004
Fresno St.,WAC,2004
Furman,SC,2004
Gardner Webb,ASun,2004
George Mason,CAA,2004
George Washington,A10,2004
Georgetown,BE,2004
Georgia,SEC,2004
Georgia Southern,SC,2004
Georgia St.,ASun,2004
Georgia Tech,ACC,2004
Gonzaga,WCC,2004
Grambling St.,SWAC,2004
Green Bay,Horz,2004
Hampton,MEAC,2004
Hartford,AE,2004
Harvard,Ivy,2004
Hawaii,WAC,2004
High Point,BSth,2004
Hofstra,CAA,2004
Holy Cross,Pat,2004
Houston,CUSA,2004
Howard,MEAC,2004
IPFW,ind,2004
IUPUI,MCon,2004
Idaho,BW,2004
Idaho St.,BSky,2004
Illinois,B10,2004
Illinois Chicago,Horz,2004
Illinois St.,MVC,2004
Indiana,B10,2004
Indiana St.,MVC,2004
Iona,MAAC,2004
Iowa,B10,2004
Iowa St.,B12,2004
Jackson St.,SWAC,2004
Jacksonville,ASun,2004
Jacksonville St.,OVC,2004
James Madison,CAA,2004
Kansas,B12,2004
Kansas St.,B12,2004
Kent St.,MAC,2004
Kentucky,SEC,2004
LIU Brooklyn,NEC,2004
LSU,SEC,2004
La Salle,A10,2004
Lafayette,Pat,2004
Lamar,Slnd,2004
Lehigh,Pat,2004
Liberty,BSth,2004
Lipscomb,ASun,2004
Long Beach St.,BW,2004
Louisiana Lafayette,SB,2004
Louisiana Monroe,Slnd,2004
Louisiana Tech,WAC,2004
Louisville,CUSA,2004
Loyola Chicago,Horz,2004
Loyola MD,MAAC,2004
Loyola Marymount,WCC,2004
Maine,AE,2004
Manhattan,MAAC,2004
Marist,MAAC,2004
Marquette,CUSA,2004
Marshall,MAC,2004
Maryland,ACC,2004
Maryland Eastern Shore,MEAC,2004
Massachusetts,A10,2004
McNeese St.,Slnd,2004
Memphis,CUSA,2004
Mercer,ASun,2004
Miami FL,BE,2004
Miami OH,MAC,2004
Michigan,B10,2004
Michigan St.,B10,2004
Middle Tennessee,SB,2004
Milwaukee,Horz,2004
Minnesota,B10,2004
Mississippi,SEC,2004
Mississippi St.,SEC,2004
Mississippi Valley St.,SWAC,2004
Missouri,B12,2004
Monmouth,NEC,2004
Montana,BSky,2004
Montana St.,BSky,2004
Morehead St.,OVC,2004
Morgan St.,MEAC,2004
Mount St. Mary's,NEC,2004
Murray St.,OVC,2004
N.C. State,ACC,2004
Navy,Pat,2004
Nebraska,B12,2004
Nevada,WAC,2004
New Hampshire,AE,2004
New Mexico,MWC,2004
New Mexico St.,SB,2004
New Orleans,SB,2004
Niagara,MAAC,2004
Nicholls St.,Slnd,2004
Norfolk St.,MEAC,2004
North Carolina,ACC,2004
North Carolina A&T,MEAC,2004
North Texas,SB,2004
Northeastern,AE,2004
Northern Arizona,BSky,2004
Northern Illinois,MAC,2004
Northern Iowa,MVC,2004
Northwestern,B10,2004
Northwestern St.,Slnd,2004
Notre Dame,BE,2004
Oakland,MCon,2004
Ohio,MAC,2004
Ohio St.,B10,2004
Oklahoma,B12,2004
Oklahoma St.,B12,2004
Old Dominion,CAA,2004
Oral Roberts,MCon,2004
Oregon,P10,2004
Oregon St.,P10,2004
Pacific,BW,2004
Penn,Ivy,2004
Penn St.,B10,2004
Pepperdine,WCC,2004
Pittsburgh,BE,2004
Portland,WCC,2004
Portland St.,BSky,2004
Prairie View A&M,SWAC,2004
Princeton,Ivy,2004
Providence,BE,2004
Purdue,B10,2004
Quinnipiac,NEC,2004
Radford,BSth,2004
Rhode Island,A10,2004
Rice,WAC,2004
Richmond,A10,2004
Rider,MAAC,2004
Robert Morris,NEC,2004
Rutgers,BE,2004
SMU,WAC,2004
Sacramento St.,BSky,2004
Sacred Heart,NEC,2004
Saint Joseph's,A10,2004
Saint Louis,CUSA,2004
Saint Mary's,WCC,2004
Saint Peter's,MAAC,2004
Sam Houston St.,Slnd,2004
Samford,OVC,2004
San Diego,WCC,2004
San Diego St.,MWC,2004
San Francisco,WCC,2004
San Jose St.,WAC,2004
Santa Clara,WCC,2004
Savannah St.,ind,2004
Seton Hall,BE,2004
Siena,MAAC,2004
South Alabama,SB,2004
South Carolina,SEC,2004
South Carolina St.,MEAC,2004
South Florida,CUSA,2004
Southeast Missouri St.,OVC,2004
Southeastern Louisiana,Slnd,2004
Southern,SWAC,2004
Southern Illinois,MVC,2004
Southern Miss,CUSA,2004
Southern Utah,MCon,2004
Southwest Missouri St.,MVC,2004
St. Bonaventure,A10,2004
St. Francis NY,NEC,2004
St. Francis PA,NEC,2004
St. John's,BE,2004
Stanford,P10,2004
Stephen F. Austin,Slnd,2004
Stetson,ASun,2004
Stony Brook,AE,2004
Syracuse,BE,2004
TCU,CUSA,2004
Temple,A10,2004
Tennessee,SEC,2004
Tennessee Martin,OVC,2004
Tennessee St.,OVC,2004
Tennessee Tech,OVC,2004
Texas,B12,2004
Texas A&M,B12,2004
Texas A&M Corpus Chris,ind,2004
Texas Pan American,ind,2004
Texas Southern,SWAC,2004
Texas St.,Slnd,2004
Texas Tech,B12,2004
The Citadel,SC,2004
Toledo,MAC,2004
Towson,CAA,2004
Troy St.,ASun,2004
Tulane,CUSA,2004
Tulsa,WAC,2004
UAB,CUSA,2004
UC Irvine,BW,2004
UC Riverside,BW,2004
UC Santa Barbara,BW,2004
UCF,ASun,2004
UCLA,P10,2004
UMBC,AE,2004
UMKC,MCon,2004
UNC Asheville,BSth,2004
UNC Greensboro,SC,2004
UNC Wilmington,CAA,2004
UNLV,MWC,2004
USC,P10,2004
UT Arlington,Slnd,2004
UTEP,WAC,2004
UTSA,Slnd,2004
Utah,MWC,2004
Utah St.,BW,2004
VCU,CAA,2004
VMI,BSth,2004
Valparaiso,MCon,2004
Vanderbilt,SEC,2004
Vermont,AE,2004
Villanova,BE,2004
Virginia,ACC,2004
Virginia Tech,BE,2004
Wagner,NEC,2004
Wake Forest,ACC,2004
Washington,P10,2004
Washington St.,P10,2004
Weber St.,BSky,2004
West Virginia,BE,2004
Western Carolina,SC,2004
Western Illinois,MCon,2004
Western Kentucky,SB,2004
Western Michigan,MAC,2004
Wichita St.,MVC,2004
William & Mary,CAA,2004
Winthrop,BSth,2004
Wisconsin,B10,2004
Wofford,SC,2004
Wright St.,Horz,2004
Wyoming,MWC,2004
Xavier,A10,2004
Yale,Ivy,2004
Youngstown St.,Horz,2004
Air Force,MWC,2003
Akron,MAC,2003
Alabama,SEC,2003
Alabama A&M,SWAC,2003
Alabama St.,SWAC,2003
Albany,AE,2003
Alcorn St.,SWAC,2003
American,Pat,2003
Appalachian St.,SC,2003
Arizona,P10,2003
Arizona St.,P10,2003
Arkansas,SEC,2003
Arkansas Little Rock,SB,2003
Arkansas Pine Bluff,SWAC,2003
Arkansas St.,SB,2003
Army,Pat,2003
Auburn,SEC,2003
Austin Peay,OVC,2003
BYU,MWC,2003
Ball St.,MAC,2003
Baylor,B12,2003
Belmont,ASun,2003
Bethune Cookman,MEAC,2003
Binghamton,AE,2003
Birmingham Southern,BSth,2003
Boise St.,WAC,2003
Boston College,BE,2003
Boston University,AE,2003
Bowling Green,MAC,2003
Bradley,MVC,2003
Brown,Ivy,2003
Bucknell,Pat,2003
Buffalo,MAC,2003
Butler,Horz,2003
Cal Poly,BW,2003
Cal St. Fullerton,BW,2003
Cal St. Northridge,BW,2003
California,P10,2003
Campbell,ASun,2003
Canisius,MAAC,2003
Centenary,ind,2003
Central Connecticut,NEC,2003
Central Michigan,MAC,2003
Charleston Southern,BSth,2003
Charlotte,CUSA,2003
Chattanooga,SC,2003
Chicago St.,MCon,2003
Cincinnati,CUSA,2003
Clemson,ACC,2003
Cleveland St.,Horz,2003
Coastal Carolina,BSth,2003
Colgate,Pat,2003
College of Charleston,SC,2003
Colorado,B12,2003
Colorado St.,MWC,2003
Columbia,Ivy,2003
Connecticut,BE,2003
Coppin St.,MEAC,2003
Cornell,Ivy,2003
Creighton,MVC,2003
Dartmouth,Ivy,2003
Davidson,SC,2003
Dayton,A10,2003
DePaul,CUSA,2003
Delaware,CAA,2003
Delaware St.,MEAC,2003
Denver,SB,2003
Detroit,Horz,2003
Drake,MVC,2003
Drexel,CAA,2003
Duke,ACC,2003
Duquesne,A10,2003
East Carolina,CUSA,2003
East Tennessee St.,SC,2003
Eastern Illinois,OVC,2003
Eastern Kentucky,OVC,2003
Eastern Michigan,MAC,2003
Eastern Washington,BSky,2003
Elon,BSth,2003
Evansville,MVC,2003
FIU,SB,2003
Fairfield,MAAC,2003
Fairleigh Dickinson,NEC,2003
Florida,SEC,2003
Florida A&M,MEAC,2003
Florida Atlantic,ASun,2003
Florida St.,ACC,2003
Fordham,A10,2003
Fresno St.,WAC,2003
Furman,SC,2003
Gardner Webb,ASun,2003
George Mason,CAA,2003
George Washington,A10,2003
Georgetown,BE,2003
Georgia,SEC,2003
Georgia Southern,SC,2003
Georgia St.,ASun,2003
Georgia Tech,ACC,2003
Gonzaga,WCC,2003
Grambling St.,SWAC,2003
Green Bay,Horz,2003
Hampton,MEAC,2003
Hartford,AE,2003
Harvard,Ivy,2003
Hawaii,WAC,2003
High Point,BSth,2003
Hofstra,CAA,2003
Holy Cross,Pat,2003
Houston,CUSA,2003
Howard,MEAC,2003
IPFW,ind,2003
IUPUI,MCon,2003
Idaho,BW,2003
Idaho St.,BSky,2003
Illinois,B10,2003
Illinois Chicago,Horz,2003
Illinois St.,MVC,2003
Indiana,B10,2003
Indiana St.,MVC,2003
Iona,MAAC,2003
Iowa,B10,2003
Iowa St.,B12,2003
Jackson St.,SWAC,2003
Jacksonville,ASun,2003
Jacksonville St.,ASun,2003
James Madison,CAA,2003
Kansas,B12,2003
Kansas St.,B12,2003
Kent St.,MAC,2003
Kentucky,SEC,2003
LIU Brooklyn,NEC,2003
LSU,SEC,2003
La Salle,A10,2003
Lafayette,Pat,2003
Lamar,Slnd,2003
Lehigh,Pat,2003
Liberty,BSth,2003
Lipscomb,ind,2003
Long Beach St.,BW,2003
Louisiana Lafayette,SB,2003
Louisiana Monroe,Slnd,2003
Louisiana Tech,WAC,2003
Louisville,CUSA,2003
Loyola Chicago,Horz,2003
Loyola MD,MAAC,2003
Loyola Marymount,WCC,2003
Maine,AE,2003
Manhattan,MAAC,2003
Marist,MAAC,2003
Marquette,CUSA,2003
Marshall,MAC,2003
Maryland,ACC,2003
Maryland Eastern Shore,MEAC,2003
Massachusetts,A10,2003
McNeese St.,Slnd,2003
Memphis,CUSA,2003
Mercer,ASun,2003
Miami FL,BE,2003
Miami OH,MAC,2003
Michigan,B10,2003
Michigan St.,B10,2003
